,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,0.0,23735.0,29541.0,46.0,304.0,69.0,32.0,1.0,0.0,0.0,0.0,0.0,9.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,30893.0,33542.0,51.0,383.0,92.0,33.0,0.0,0.0,2.0,1.0,0.0,14.0,9.0,12.0,1.0,1.0,0.0,0.0,0.0,-4001.0,-5.0,-7158.0,-2.0,0.0,-1.0,1.0,0.0
1,1.0,29258.0,31654.0,48.0,342.0,93.0,31.0,2.0,0.0,1.0,0.0,0.0,15.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,21461.0,26595.0,43.0,258.0,74.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,5059.0,5.0,7797.0,1.0,0.0,0.0,2.0,0.0
2,1.0,24483.0,29246.0,46.0,351.0,81.0,25.0,2.0,0.0,0.0,1.0,0.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,25590.0,31146.0,49.0,339.0,113.0,30.0,0.0,0.0,2.0,0.0,0.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,-1900.0,-3.0,-1107.0,-2.0,0.0,1.0,2.0,0.0
3,1.0,27117.0,31378.0,48.0,393.0,52.0,33.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,22275.0,28224.0,44.0,315.0,57.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,3154.0,4.0,4842.0,0.0,0.0,0.0,1.0,0.0
4,0.0,27558.0,31274.0,48.0,373.0,74.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,30239.0,35901.0,52.0,388.0,95.0,35.0,0.0,0.0,1.0,0.0,0.0,14.0,11.0,15.0,0.0,1.0,0.0,0.0,0.0,-4627.0,-4.0,-2681.0,-1.0,0.0,0.0,0.0,0.0
5,0.0,28004.0,33646.0,49.0,338.0,89.0,31.0,1.0,0.0,0.0,1.0,0.0,12.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,26265.0,31871.0,48.0,361.0,109.0,68.0,0.0,0.0,2.0,0.0,0.0,7.0,12.0,7.0,0.0,1.0,0.0,0.0,0.0,1775.0,1.0,1739.0,-2.0,0.0,1.0,1.0,0.0
6,0.0,24093.0,29886.0,46.0,368.0,68.0,41.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,32038.0,36747.0,53.0,412.0,120.0,32.0,1.0,0.0,2.0,1.0,0.0,15.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,-6861.0,-7.0,-7945.0,-2.0,0.0,-1.0,-1.0,0.0
7,0.0,29366.0,32536.0,48.0,389.0,96.0,31.0,0.0,0.0,1.0,0.0,0.0,17.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,28601.0,32807.0,49.0,375.0,85.0,32.0,0.0,0.0,1.0,1.0,0.0,14.0,17.0,13.0,1.0,1.0,0.0,0.0,0.0,-271.0,-1.0,765.0,0.0,0.0,-1.0,0.0,0.0
8,0.0,25003.0,29950.0,47.0,395.0,68.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,28120.0,34408.0,51.0,319.0,116.0,31.0,0.0,0.0,2.0,0.0,0.0,13.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,-4458.0,-4.0,-3117.0,-2.0,0.0,0.0,0.0,0.0
9,1.0,31289.0,34620.0,51.0,318.0,84.0,24.0,2.0,0.0,1.0,0.0,0.0,14.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,26073.0,29151.0,47.0,254.0,80.0,31.0,1.0,0.0,0.0,1.0,0.0,11.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,5469.0,4.0,5216.0,1.0,0.0,-1.0,1.0,0.0
