,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,0.0,35822.0,44596.0,59.0,395.0,92.0,54.0,1.0,0.0,0.0,0.0,0.0,16.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,42886.0,46818.0,60.0,463.0,132.0,52.0,4.0,0.0,3.0,2.0,0.0,24.0,16.0,20.0,1.0,1.0,0.0,0.0,0.0,-2222.0,-1.0,-7064.0,-3.0,0.0,-2.0,-3.0,0.0
1,1.0,41718.0,45879.0,59.0,440.0,129.0,42.0,4.0,0.0,2.0,1.0,0.0,30.0,10.0,21.0,1.0,1.0,0.0,0.0,0.0,31682.0,38410.0,53.0,313.0,82.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,7469.0,6.0,10036.0,2.0,0.0,1.0,4.0,0.0
2,1.0,35163.0,42908.0,58.0,462.0,121.0,44.0,2.0,0.0,1.0,2.0,0.0,10.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,35481.0,43815.0,59.0,445.0,149.0,52.0,1.0,0.0,2.0,0.0,0.0,11.0,10.0,14.0,0.0,1.0,0.0,0.0,0.0,-907.0,-1.0,-318.0,-1.0,0.0,2.0,1.0,0.0
3,1.0,39857.0,44922.0,59.0,476.0,108.0,46.0,6.0,0.0,1.0,1.0,0.0,22.0,11.0,21.0,1.0,1.0,0.0,0.0,0.0,32601.0,40971.0,56.0,416.0,86.0,38.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,3951.0,3.0,7256.0,1.0,0.0,1.0,6.0,0.0
4,0.0,40442.0,46360.0,60.0,494.0,110.0,74.0,1.0,0.0,2.0,0.0,0.0,21.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,41948.0,46955.0,61.0,480.0,144.0,62.0,3.0,0.0,1.0,1.0,0.0,22.0,21.0,30.0,1.0,1.0,0.0,0.0,0.0,-595.0,-1.0,-1506.0,1.0,0.0,-1.0,-2.0,0.0
5,0.0,39458.0,45793.0,58.0,450.0,130.0,50.0,5.0,0.0,0.0,2.0,0.0,20.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,41043.0,51383.0,63.0,475.0,156.0,112.0,1.0,0.0,3.0,0.0,0.0,13.0,20.0,15.0,0.0,1.0,0.0,0.0,0.0,-5590.0,-5.0,-1585.0,-3.0,0.0,2.0,4.0,0.0
6,0.0,43720.0,48799.0,62.0,512.0,126.0,54.0,3.0,0.0,2.0,1.0,0.0,25.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,40971.0,45463.0,59.0,484.0,125.0,65.0,2.0,0.0,1.0,1.0,0.0,19.0,25.0,17.0,1.0,1.0,0.0,0.0,0.0,3336.0,3.0,2749.0,1.0,0.0,0.0,1.0,0.0
7,0.0,36568.0,44012.0,59.0,514.0,96.0,46.0,3.0,0.0,0.0,0.0,0.0,12.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,40713.0,48418.0,60.0,455.0,163.0,48.0,5.0,0.0,3.0,1.0,0.0,20.0,12.0,10.0,1.0,1.0,0.0,0.0,0.0,-4406.0,-1.0,-4145.0,-3.0,0.0,-1.0,-2.0,0.0
8,1.0,42854.0,48589.0,62.0,429.0,128.0,52.0,5.0,0.0,2.0,0.0,0.0,25.0,15.0,32.0,0.0,1.0,0.0,0.0,0.0,34991.0,42009.0,56.0,349.0,99.0,52.0,1.0,0.0,0.0,2.0,0.0,15.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,6580.0,6.0,7863.0,2.0,0.0,-2.0,4.0,0.0
9,1.0,42588.0,46992.0,60.0,545.0,109.0,58.0,5.0,0.0,1.0,2.0,0.0,18.0,11.0,14.0,1.0,0.0,0.0,0.0,0.0,33694.0,40961.0,56.0,429.0,117.0,135.0,0.0,0.0,2.0,0.0,0.0,11.0,18.0,16.0,0.0,1.0,0.0,0.0,0.0,6031.0,4.0,8894.0,-1.0,0.0,2.0,5.0,0.0
