,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,1.0,54223.0,63649.0,72.0,531.0,158.0,56.0,7.0,0.0,4.0,1.0,1.0,28.0,15.0,35.0,0.0,1.0,1.0,0.0,1.0,44982.0,54402.0,66.0,453.0,112.0,319.0,1.0,0.0,0.0,1.0,0.0,15.0,28.0,30.0,1.0,0.0,0.0,0.0,0.0,9247.0,6.0,9241.0,4.0,1.0,0.0,6.0,0.0
1,0.0,48455.0,55547.0,65.0,423.0,104.0,50.0,1.0,0.0,1.0,0.0,0.0,35.0,41.0,48.0,0.0,0.0,0.0,0.0,0.0,56723.0,58511.0,68.0,485.0,174.0,56.0,4.0,0.0,3.0,2.0,0.0,41.0,35.0,44.0,1.0,1.0,0.0,0.0,0.0,-2964.0,-3.0,-8268.0,-2.0,0.0,-2.0,-3.0,0.0
2,1.0,54666.0,63162.0,71.0,518.0,139.0,72.0,8.0,1.0,2.0,1.0,1.0,27.0,20.0,31.0,0.0,1.0,1.0,0.0,0.0,48353.0,57416.0,67.0,538.0,172.0,62.0,2.0,0.0,2.0,1.0,0.0,20.0,27.0,29.0,1.0,0.0,0.0,0.0,0.0,5746.0,4.0,6313.0,0.0,1.0,0.0,6.0,1.0
3,0.0,55771.0,60574.0,69.0,571.0,172.0,75.0,5.0,0.0,3.0,2.0,0.0,34.0,37.0,38.0,1.0,1.0,0.0,0.0,0.0,57829.0,67211.0,75.0,542.0,135.0,78.0,4.0,0.0,1.0,0.0,1.0,37.0,34.0,50.0,0.0,0.0,1.0,0.0,0.0,-6637.0,-6.0,-2058.0,2.0,-1.0,2.0,1.0,0.0
4,0.0,43996.0,54956.0,66.0,560.0,135.0,55.0,2.0,0.0,3.0,1.0,0.0,19.0,21.0,30.0,1.0,1.0,0.0,0.0,0.0,50908.0,58594.0,67.0,581.0,179.0,56.0,5.0,1.0,1.0,1.0,0.0,21.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,-3638.0,-1.0,-6912.0,2.0,0.0,0.0,-3.0,-1.0
5,0.0,47841.0,57846.0,68.0,480.0,88.0,45.0,2.0,0.0,1.0,0.0,0.0,26.0,35.0,23.0,0.0,1.0,0.0,0.0,0.0,57731.0,68041.0,74.0,520.0,207.0,69.0,6.0,0.0,2.0,1.0,1.0,35.0,26.0,41.0,1.0,0.0,1.0,0.0,0.0,-10195.0,-6.0,-9890.0,-1.0,-1.0,-1.0,-4.0,0.0
6,1.0,51575.0,60649.0,70.0,463.0,122.0,52.0,7.0,2.0,2.0,1.0,0.0,34.0,25.0,37.0,0.0,1.0,0.0,0.0,0.0,48469.0,57838.0,68.0,492.0,155.0,76.0,3.0,0.0,1.0,1.0,0.0,25.0,34.0,30.0,1.0,0.0,0.0,0.0,0.0,2811.0,2.0,3106.0,1.0,0.0,0.0,4.0,2.0
7,0.0,52416.0,58971.0,69.0,490.0,129.0,60.0,2.0,0.0,0.0,0.0,0.0,33.0,31.0,51.0,0.0,0.0,0.0,0.0,0.0,50759.0,55177.0,66.0,490.0,121.0,323.0,4.0,0.0,3.0,2.0,0.0,31.0,33.0,34.0,1.0,1.0,0.0,0.0,0.0,3794.0,3.0,1657.0,-3.0,0.0,-2.0,-2.0,0.0
8,1.0,52972.0,63860.0,72.0,640.0,160.0,59.0,6.0,0.0,2.0,2.0,0.0,20.0,27.0,21.0,1.0,1.0,0.0,0.0,0.0,51584.0,64512.0,71.0,658.0,176.0,66.0,2.0,0.0,2.0,0.0,0.0,27.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,-652.0,1.0,1388.0,0.0,0.0,2.0,4.0,0.0
9,1.0,46989.0,53875.0,65.0,569.0,124.0,68.0,2.0,0.0,2.0,2.0,0.0,22.0,28.0,35.0,1.0,1.0,0.0,0.0,0.0,54496.0,63506.0,70.0,551.0,180.0,63.0,3.0,0.0,1.0,0.0,0.0,28.0,22.0,35.0,0.0,0.0,0.0,0.0,0.0,-9631.0,-5.0,-7507.0,1.0,0.0,2.0,-1.0,0.0
10,1.0,58674.0,68569.0,75.0,527.0,204.0,131.0,8.0,2.0,3.0,2.0,1.0,35.0,23.0,35.0,1.0,0.0,1.0,0.0,0.0,47937.0,57971.0,68.0,570.0,105.0,120.0,0.0,0.0,1.0,0.0,0.0,23.0,35.0,33.0,0.0,1.0,0.0,0.0,0.0,10598.0,7.0,10737.0,2.0,1.0,2.0,8.0,2.0
11,0.0,47361.0,52160.0,64.0,531.0,93.0,84.0,3.0,0.0,2.0,0.0,0.0,19.0,25.0,37.0,0.0,1.0,0.0,0.0,0.0,51631.0,58852.0,69.0,479.0,177.0,87.0,3.0,0.0,2.0,2.0,1.0,25.0,19.0,28.0,1.0,0.0,1.0,0.0,0.0,-6692.0,-5.0,-4270.0,0.0,-1.0,-2.0,0.0,0.0
12,0.0,44670.0,53246.0,64.0,564.0,108.0,65.0,4.0,0.0,0.0,0.0,0.0,14.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,54998.0,66391.0,73.0,560.0,164.0,84.0,5.0,1.0,4.0,1.0,1.0,30.0,14.0,41.0,1.0,1.0,1.0,0.0,1.0,-13145.0,-9.0,-10328.0,-4.0,-1.0,-1.0,-1.0,-1.0
13,0.0,51567.0,60715.0,70.0,485.0,114.0,48.0,3.0,0.0,1.0,1.0,0.0,26.0,38.0,27.0,1.0,0.0,0.0,0.0,0.0,56735.0,63255.0,71.0,516.0,133.0,235.0,6.0,1.0,3.0,1.0,0.0,38.0,26.0,72.0,0.0,1.0,0.0,0.0,0.0,-2540.0,-1.0,-5168.0,-2.0,0.0,0.0,-3.0,-1.0
14,1.0,54028.0,64000.0,71.0,549.0,120.0,201.0,5.0,0.0,1.0,0.0,1.0,27.0,31.0,36.0,0.0,0.0,1.0,0.0,0.0,47971.0,53905.0,66.0,403.0,145.0,63.0,2.0,0.0,2.0,1.0,0.0,31.0,27.0,31.0,1.0,1.0,0.0,0.0,0.0,10095.0,5.0,6057.0,-1.0,1.0,-1.0,3.0,0.0
15,1.0,47694.0,57429.0,66.0,517.0,163.0,81.0,3.0,0.0,1.0,2.0,1.0,19.0,16.0,35.0,1.0,0.0,1.0,0.0,0.0,44270.0,53725.0,66.0,558.0,156.0,58.0,2.0,0.0,2.0,0.0,0.0,16.0,19.0,14.0,0.0,1.0,0.0,0.0,0.0,3704.0,0.0,3424.0,-1.0,1.0,2.0,1.0,0.0
16,1.0,57206.0,63376.0,71.0,522.0,180.0,122.0,6.0,0.0,4.0,2.0,0.0,37.0,29.0,33.0,1.0,1.0,0.0,0.0,1.0,48193.0,52773.0,65.0,459.0,102.0,306.0,1.0,0.0,0.0,0.0,0.0,29.0,37.0,38.0,0.0,0.0,0.0,0.0,0.0,10603.0,6.0,9013.0,4.0,0.0,2.0,5.0,0.0
17,1.0,51622.0,58538.0,68.0,486.0,123.0,47.0,8.0,1.0,1.0,2.0,0.0,35.0,24.0,34.0,1.0,0.0,0.0,0.0,0.0,47131.0,53815.0,65.0,393.0,134.0,69.0,4.0,1.0,3.0,0.0,0.0,24.0,35.0,30.0,0.0,1.0,0.0,0.0,0.0,4723.0,3.0,4491.0,-2.0,0.0,2.0,4.0,0.0
18,0.0,50597.0,54671.0,66.0,427.0,65.0,87.0,4.0,0.0,0.0,0.0,1.0,32.0,23.0,53.0,0.0,0.0,1.0,0.0,0.0,47726.0,49473.0,62.0,443.0,139.0,83.0,3.0,0.0,4.0,2.0,0.0,23.0,32.0,28.0,1.0,1.0,0.0,0.0,1.0,5198.0,4.0,2871.0,-4.0,1.0,-2.0,1.0,0.0
19,0.0,48220.0,62441.0,72.0,511.0,120.0,128.0,5.0,0.0,1.0,0.0,1.0,23.0,29.0,36.0,0.0,0.0,1.0,0.0,0.0,54928.0,60395.0,69.0,564.0,184.0,65.0,5.0,0.0,3.0,2.0,0.0,29.0,23.0,31.0,1.0,1.0,0.0,0.0,0.0,2046.0,3.0,-6708.0,-2.0,1.0,-2.0,0.0,0.0
20,0.0,54060.0,66800.0,74.0,580.0,158.0,40.0,4.0,0.0,0.0,2.0,0.0,25.0,34.0,29.0,1.0,0.0,0.0,0.0,0.0,58259.0,71371.0,76.0,630.0,181.0,51.0,2.0,0.0,3.0,0.0,1.0,34.0,25.0,33.0,0.0,1.0,1.0,0.0,0.0,-4571.0,-2.0,-4199.0,-3.0,-1.0,2.0,2.0,0.0
