,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,0.0,56655.0,64664.0,72.0,509.0,120.0,64.0,3.0,0.0,1.0,0.0,0.0,39.0,48.0,57.0,0.0,0.0,0.0,0.0,0.0,68325.0,72280.0,77.0,578.0,210.0,78.0,5.0,0.0,4.0,2.0,0.0,48.0,39.0,50.0,1.0,1.0,0.0,0.0,1.0,-7616.0,-5.0,-11670.0,-3.0,0.0,-2.0,-2.0,0.0
1,0.0,65190.0,72614.0,77.0,660.0,208.0,103.0,7.0,0.0,3.0,2.0,0.0,40.0,51.0,46.0,1.0,1.0,0.0,0.0,0.0,73882.0,88360.0,86.0,672.0,183.0,103.0,5.0,0.0,2.0,0.0,1.0,51.0,40.0,77.0,0.0,0.0,1.0,0.0,0.0,-15746.0,-9.0,-8692.0,1.0,-1.0,2.0,2.0,0.0
2,0.0,63573.0,71385.0,76.0,562.0,165.0,82.0,5.0,0.0,1.0,0.0,0.0,42.0,35.0,68.0,0.0,0.0,0.0,0.0,0.0,62329.0,69514.0,75.0,557.0,137.0,369.0,5.0,0.0,3.0,2.0,0.0,35.0,42.0,39.0,1.0,1.0,0.0,0.0,0.0,1871.0,1.0,1244.0,-2.0,0.0,-2.0,0.0,0.0
3,1.0,63964.0,78693.0,80.0,755.0,197.0,75.0,8.0,0.0,3.0,2.0,0.0,28.0,35.0,34.0,1.0,1.0,0.0,0.0,0.0,64837.0,80813.0,82.0,752.0,214.0,78.0,2.0,0.0,2.0,0.0,0.0,35.0,28.0,38.0,0.0,0.0,0.0,0.0,0.0,-2120.0,-2.0,-873.0,1.0,0.0,2.0,6.0,0.0
4,1.0,61118.0,72836.0,77.0,727.0,132.0,93.0,3.0,1.0,2.0,2.0,0.0,28.0,36.0,47.0,1.0,1.0,0.0,0.0,0.0,67111.0,77332.0,81.0,643.0,258.0,79.0,6.0,0.0,2.0,0.0,1.0,36.0,28.0,50.0,0.0,0.0,1.0,0.0,0.0,-4496.0,-4.0,-5993.0,0.0,-1.0,2.0,-3.0,1.0
5,0.0,55379.0,62436.0,71.0,619.0,127.0,111.0,3.0,0.0,3.0,0.0,0.0,25.0,34.0,48.0,0.0,1.0,0.0,0.0,0.0,64307.0,75745.0,78.0,578.0,225.0,105.0,3.0,0.0,2.0,2.0,2.0,34.0,25.0,45.0,1.0,0.0,1.0,0.0,0.0,-13309.0,-7.0,-8928.0,1.0,-2.0,-2.0,0.0,0.0
6,1.0,58493.0,69554.0,76.0,613.0,195.0,115.0,6.0,1.0,1.0,2.0,1.0,23.0,18.0,44.0,1.0,0.0,1.0,0.0,0.0,53283.0,65036.0,73.0,685.0,187.0,68.0,3.0,0.0,3.0,0.0,0.0,18.0,23.0,16.0,0.0,1.0,0.0,0.0,0.0,4518.0,3.0,5210.0,-2.0,1.0,2.0,3.0,1.0
7,0.0,59371.0,65785.0,72.0,473.0,89.0,105.0,6.0,0.0,0.0,0.0,1.0,41.0,26.0,72.0,0.0,0.0,1.0,0.0,0.0,59501.0,65114.0,72.0,539.0,174.0,94.0,3.0,0.0,4.0,2.0,1.0,26.0,41.0,36.0,1.0,1.0,0.0,0.0,1.0,671.0,0.0,-130.0,-4.0,0.0,-2.0,3.0,0.0
8,0.0,66918.0,85525.0,83.0,598.0,198.0,63.0,9.0,3.0,3.0,2.0,1.0,39.0,36.0,38.0,1.0,1.0,1.0,0.0,0.0,63353.0,79245.0,81.0,652.0,136.0,163.0,3.0,0.0,2.0,0.0,0.0,36.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,6280.0,2.0,3565.0,1.0,1.0,2.0,6.0,3.0
9,1.0,63284.0,73694.0,77.0,528.0,178.0,54.0,6.0,0.0,3.0,2.0,0.0,46.0,46.0,55.0,1.0,1.0,0.0,0.0,0.0,66300.0,77018.0,79.0,496.0,149.0,72.0,5.0,1.0,2.0,0.0,1.0,46.0,46.0,59.0,0.0,0.0,1.0,0.0,0.0,-3324.0,-2.0,-3016.0,1.0,-1.0,2.0,1.0,-1.0
