,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff
0,0.0,36145.0,39173.0,54.0,386.0,56.0,28.0,2.0,0.0,0.0,0.0,22.0,22.0,16.0,34888.0,42937.0,57.0,388.0,104.0,51.0,0.0,2.0,0.0,0.0,22.0,22.0,10.0,-3764.0,-3.0,1257.0,-2.0,0.0,0.0
1,0.0,27868.0,32873.0,51.0,328.0,62.0,28.0,1.0,0.0,0.0,0.0,13.0,13.0,11.0,31059.0,35462.0,51.0,350.0,67.0,32.0,2.0,2.0,1.0,0.0,13.0,13.0,9.0,-2589.0,0.0,-3191.0,-2.0,0.0,-1.0
2,0.0,36291.0,39476.0,53.0,343.0,82.0,31.0,2.0,1.0,1.0,0.0,22.0,18.0,20.0,32592.0,35568.0,52.0,335.0,74.0,430.0,1.0,2.0,0.0,0.0,18.0,22.0,18.0,3908.0,1.0,3699.0,-1.0,0.0,1.0
3,0.0,29332.0,33523.0,50.0,325.0,65.0,38.0,0.0,1.0,1.0,0.0,17.0,15.0,14.0,31086.0,36662.0,52.0,339.0,114.0,60.0,1.0,1.0,0.0,0.0,15.0,17.0,14.0,-3139.0,-2.0,-1754.0,0.0,0.0,1.0
4,1.0,33708.0,36496.0,52.0,286.0,54.0,23.0,3.0,2.0,1.0,0.0,13.0,11.0,21.0,30437.0,34570.0,50.0,344.0,93.0,33.0,1.0,0.0,0.0,0.0,11.0,13.0,8.0,1926.0,2.0,3271.0,2.0,0.0,1.0
5,0.0,26959.0,28341.0,43.0,257.0,72.0,11.0,1.0,0.0,0.0,0.0,7.0,27.0,6.0,38642.0,41913.0,56.0,315.0,120.0,248.0,5.0,2.0,1.0,0.0,27.0,7.0,24.0,-13572.0,-13.0,-11683.0,-2.0,0.0,-1.0
6,0.0,34674.0,38928.0,54.0,353.0,99.0,28.0,2.0,1.0,0.0,0.0,21.0,11.0,21.0,31364.0,34359.0,50.0,320.0,88.0,31.0,2.0,1.0,2.0,0.0,11.0,21.0,13.0,4569.0,4.0,3310.0,0.0,0.0,-2.0
7,1.0,30005.0,36827.0,52.0,338.0,101.0,35.0,1.0,1.0,0.0,0.0,10.0,15.0,11.0,33708.0,37986.0,54.0,365.0,102.0,33.0,2.0,2.0,2.0,0.0,15.0,10.0,17.0,-1159.0,-2.0,-3703.0,-1.0,0.0,-2.0
8,1.0,35336.0,40076.0,55.0,381.0,136.0,26.0,2.0,2.0,0.0,0.0,17.0,23.0,12.0,39629.0,40193.0,55.0,355.0,88.0,45.0,3.0,0.0,1.0,0.0,23.0,17.0,33.0,-117.0,0.0,-4293.0,2.0,0.0,-1.0
9,1.0,28276.0,34117.0,50.0,313.0,80.0,27.0,1.0,2.0,1.0,0.0,11.0,16.0,17.0,35131.0,38771.0,55.0,407.0,100.0,84.0,1.0,0.0,1.0,0.0,16.0,11.0,12.0,-4654.0,-5.0,-6855.0,2.0,0.0,0.0
10,0.0,32217.0,36642.0,53.0,394.0,83.0,43.0,1.0,0.0,1.0,0.0,15.0,14.0,14.0,34181.0,40233.0,55.0,436.0,112.0,39.0,0.0,2.0,1.0,0.0,14.0,15.0,14.0,-3591.0,-2.0,-1964.0,-2.0,0.0,0.0
11,0.0,32182.0,37384.0,53.0,356.0,103.0,33.0,3.0,0.0,1.0,0.0,14.0,19.0,16.0,34851.0,40081.0,55.0,399.0,112.0,67.0,2.0,3.0,0.0,0.0,19.0,14.0,20.0,-2697.0,-2.0,-2669.0,-3.0,0.0,1.0
12,0.0,34265.0,37134.0,52.0,312.0,84.0,24.0,2.0,1.0,1.0,0.0,22.0,22.0,15.0,31066.0,33693.0,49.0,310.0,48.0,447.0,0.0,0.0,0.0,0.0,22.0,22.0,15.0,3441.0,3.0,3199.0,1.0,0.0,1.0
13,0.0,29603.0,34653.0,50.0,313.0,92.0,19.0,4.0,2.0,2.0,0.0,14.0,20.0,4.0,35956.0,41121.0,56.0,318.0,73.0,55.0,0.0,0.0,0.0,0.0,20.0,14.0,20.0,-6468.0,-6.0,-6353.0,2.0,0.0,2.0
