,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,1.0,50221.0,57977.0,67.0,457.0,178.0,54.0,7.0,1.0,3.0,1.0,0.0,27.0,20.0,25.0,1.0,0.0,0.0,0.0,0.0,40950.0,50425.0,63.0,499.0,64.0,264.0,0.0,0.0,1.0,0.0,0.0,20.0,27.0,22.0,0.0,1.0,0.0,0.0,0.0,7552.0,4.0,9271.0,2.0,0.0,1.0,7.0,1.0
1,0.0,43370.0,53884.0,64.0,470.0,114.0,34.0,2.0,0.0,1.0,0.0,0.0,24.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,54890.0,61453.0,70.0,467.0,192.0,42.0,6.0,1.0,3.0,1.0,1.0,31.0,24.0,37.0,1.0,1.0,1.0,0.0,0.0,-7569.0,-6.0,-11520.0,-2.0,-1.0,-1.0,-4.0,-1.0
2,1.0,47428.0,55270.0,67.0,395.0,68.0,35.0,4.0,0.0,2.0,0.0,0.0,31.0,27.0,47.0,0.0,1.0,0.0,0.0,0.0,47253.0,51216.0,64.0,414.0,157.0,32.0,5.0,0.0,1.0,2.0,0.0,27.0,31.0,33.0,1.0,0.0,0.0,0.0,0.0,4054.0,3.0,175.0,1.0,0.0,-2.0,-1.0,0.0
3,0.0,47804.0,55460.0,67.0,605.0,146.0,167.0,7.0,0.0,2.0,0.0,0.0,22.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,48058.0,59157.0,68.0,697.0,151.0,65.0,0.0,0.0,2.0,1.0,0.0,15.0,22.0,10.0,1.0,1.0,0.0,0.0,0.0,-3697.0,-1.0,-254.0,0.0,0.0,-1.0,7.0,0.0
4,0.0,49450.0,52048.0,64.0,476.0,141.0,179.0,4.0,0.0,1.0,2.0,0.0,32.0,31.0,39.0,1.0,0.0,0.0,0.0,0.0,53324.0,57898.0,67.0,522.0,146.0,77.0,2.0,0.0,3.0,0.0,1.0,31.0,32.0,40.0,0.0,1.0,1.0,0.0,0.0,-5850.0,-3.0,-3874.0,-2.0,-1.0,2.0,2.0,0.0
5,0.0,48123.0,56124.0,67.0,471.0,126.0,56.0,0.0,0.0,2.0,1.0,0.0,28.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,55888.0,56133.0,66.0,478.0,118.0,316.0,8.0,1.0,2.0,1.0,1.0,40.0,28.0,36.0,1.0,1.0,1.0,0.0,0.0,-9.0,1.0,-7765.0,0.0,-1.0,0.0,-8.0,-1.0
6,1.0,55487.0,65332.0,72.0,460.0,91.0,82.0,4.0,0.0,2.0,0.0,1.0,38.0,29.0,47.0,0.0,0.0,1.0,0.0,0.0,49242.0,51175.0,63.0,473.0,132.0,72.0,5.0,0.0,2.0,2.0,0.0,29.0,38.0,24.0,1.0,1.0,0.0,0.0,0.0,14157.0,9.0,6245.0,0.0,1.0,-2.0,-1.0,0.0
7,1.0,53463.0,62091.0,71.0,500.0,172.0,62.0,8.0,1.0,2.0,2.0,0.0,30.0,24.0,30.0,1.0,1.0,0.0,0.0,0.0,45158.0,58494.0,68.0,541.0,144.0,60.0,0.0,0.0,2.0,0.0,0.0,24.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,3597.0,3.0,8305.0,0.0,0.0,2.0,8.0,1.0
8,1.0,55176.0,61161.0,69.0,449.0,163.0,58.0,9.0,1.0,1.0,1.0,0.0,37.0,35.0,44.0,0.0,0.0,0.0,0.0,0.0,49777.0,58454.0,67.0,462.0,108.0,65.0,1.0,0.0,2.0,1.0,0.0,35.0,37.0,40.0,1.0,1.0,0.0,0.0,0.0,2707.0,2.0,5399.0,-1.0,0.0,0.0,8.0,1.0
9,1.0,48270.0,57867.0,67.0,538.0,148.0,107.0,3.0,0.0,3.0,1.0,0.0,25.0,22.0,32.0,0.0,1.0,0.0,0.0,0.0,46032.0,53909.0,66.0,546.0,116.0,47.0,2.0,0.0,1.0,1.0,0.0,22.0,25.0,33.0,1.0,0.0,0.0,0.0,0.0,3958.0,1.0,2238.0,2.0,0.0,0.0,1.0,0.0
10,1.0,48028.0,57867.0,67.0,469.0,122.0,51.0,4.0,0.0,1.0,0.0,0.0,30.0,18.0,26.0,0.0,1.0,0.0,0.0,0.0,47617.0,56053.0,67.0,565.0,132.0,186.0,3.0,0.0,1.0,1.0,0.0,18.0,30.0,15.0,1.0,0.0,0.0,0.0,0.0,1814.0,0.0,411.0,0.0,0.0,-1.0,1.0,0.0
11,1.0,55382.0,66586.0,73.0,496.0,164.0,73.0,5.0,0.0,2.0,2.0,0.0,39.0,21.0,45.0,1.0,0.0,0.0,0.0,0.0,45948.0,56891.0,67.0,511.0,102.0,45.0,1.0,0.0,1.0,0.0,0.0,21.0,39.0,30.0,0.0,1.0,0.0,0.0,0.0,9695.0,6.0,9434.0,1.0,0.0,2.0,4.0,0.0
12,1.0,53270.0,63308.0,71.0,518.0,152.0,109.0,8.0,1.0,4.0,1.0,0.0,39.0,25.0,30.0,0.0,1.0,0.0,0.0,1.0,47718.0,58020.0,68.0,543.0,100.0,52.0,1.0,0.0,0.0,1.0,0.0,25.0,39.0,22.0,1.0,0.0,0.0,0.0,0.0,5288.0,3.0,5552.0,4.0,0.0,0.0,7.0,1.0
