,blueWin,blueGold,blueExp,blueLvl,blueCS,blueJngCS,blueVisionScore,blueTowerScore,blueInhibScore,blueDrakeScore,blueHeraldScore,blueBaronScore,blueKillScore,blueDeathScore,blueAssistScore,blueFirstHerald,blueFirstDrake,blueFirstBaron,blueFirstElder,blueDrakeSoul,redGold,redExp,redLvl,redCS,redJngCS,redVisionScore,redTowerScore,redInhibScore,redDrakeScore,redHeraldScore,redBaronScore,redKillScore,redDeathScore,redAssistScore,redFirstHerald,redFirstDrake,redFirstBaron,redFirstElder,redDrakeSoul,blueExpDiff,blueLvlDiff,blueGoldDiff,blueDrakeDiff,blueBaronDiff,blueHeraldDiff,blueTowerDiff,blueInhibDiff
0,0.0,39263.0,46655.0,60.0,476.0,101.0,47.0,3.0,0.0,0.0,0.0,0.0,13.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,43900.0,53215.0,65.0,470.0,152.0,81.0,4.0,0.0,3.0,1.0,0.0,25.0,13.0,23.0,1.0,1.0,0.0,0.0,0.0,-6560.0,-5.0,-4637.0,-3.0,0.0,-1.0,-1.0,0.0
1,1.0,54222.0,62459.0,71.0,548.0,190.0,188.0,6.0,0.0,2.0,2.0,1.0,31.0,12.0,50.0,1.0,0.0,1.0,0.0,0.0,39003.0,47585.0,61.0,485.0,130.0,59.0,0.0,0.0,1.0,0.0,0.0,12.0,31.0,12.0,0.0,1.0,0.0,0.0,0.0,14874.0,10.0,15219.0,1.0,1.0,2.0,6.0,0.0
2,0.0,43125.0,46110.0,61.0,473.0,105.0,58.0,4.0,0.0,0.0,0.0,0.0,18.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,51027.0,59373.0,70.0,497.0,190.0,64.0,4.0,0.0,4.0,2.0,0.0,29.0,18.0,31.0,1.0,1.0,0.0,0.0,1.0,-13263.0,-9.0,-7902.0,-4.0,0.0,-2.0,0.0,0.0
3,1.0,45900.0,56578.0,67.0,491.0,173.0,55.0,5.0,0.0,3.0,2.0,0.0,24.0,9.0,37.0,1.0,1.0,0.0,0.0,0.0,35152.0,44026.0,58.0,433.0,93.0,59.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,12552.0,9.0,10748.0,3.0,0.0,2.0,5.0,0.0
4,0.0,41964.0,47447.0,61.0,461.0,26.0,98.0,6.0,0.0,0.0,1.0,0.0,21.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,43772.0,52565.0,63.0,430.0,181.0,38.0,3.0,0.0,3.0,1.0,0.0,24.0,21.0,17.0,1.0,1.0,0.0,0.0,0.0,-5118.0,-2.0,-1808.0,-3.0,0.0,0.0,3.0,0.0
5,0.0,38798.0,48570.0,61.0,426.0,113.0,57.0,2.0,0.0,1.0,1.0,0.0,18.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,49478.0,57293.0,68.0,460.0,157.0,251.0,3.0,0.0,2.0,1.0,0.0,30.0,18.0,33.0,1.0,1.0,0.0,0.0,0.0,-8723.0,-7.0,-10680.0,-1.0,0.0,0.0,-1.0,0.0
6,0.0,40233.0,42703.0,58.0,394.0,91.0,40.0,2.0,0.0,1.0,0.0,0.0,17.0,37.0,19.0,0.0,1.0,0.0,0.0,0.0,48677.0,52004.0,64.0,415.0,148.0,88.0,5.0,0.0,2.0,1.0,0.0,37.0,17.0,41.0,1.0,0.0,0.0,0.0,0.0,-9301.0,-6.0,-8444.0,-1.0,0.0,-1.0,-3.0,0.0
7,0.0,32558.0,38064.0,54.0,401.0,36.0,36.0,2.0,0.0,0.0,1.0,0.0,9.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,45328.0,52757.0,64.0,381.0,183.0,31.0,4.0,1.0,4.0,1.0,0.0,24.0,9.0,37.0,1.0,1.0,0.0,0.0,1.0,-14693.0,-10.0,-12770.0,-4.0,0.0,0.0,-2.0,-1.0
8,1.0,48582.0,57441.0,68.0,469.0,168.0,29.0,3.0,0.0,2.0,1.0,0.0,32.0,23.0,31.0,1.0,1.0,0.0,0.0,0.0,43916.0,51947.0,65.0,474.0,87.0,84.0,3.0,0.0,1.0,0.0,0.0,23.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,5494.0,3.0,4666.0,1.0,0.0,1.0,0.0,0.0
9,1.0,47490.0,51299.0,63.0,521.0,143.0,150.0,6.0,0.0,3.0,2.0,0.0,19.0,23.0,21.0,1.0,1.0,0.0,0.0,0.0,40918.0,46757.0,61.0,433.0,107.0,57.0,0.0,0.0,0.0,0.0,0.0,23.0,19.0,34.0,0.0,0.0,0.0,0.0,0.0,4542.0,2.0,6572.0,3.0,0.0,2.0,6.0,0.0
10,1.0,44196.0,51991.0,63.0,550.0,172.0,35.0,4.0,0.0,3.0,1.0,0.0,19.0,15.0,16.0,1.0,1.0,0.0,0.0,0.0,38459.0,49619.0,62.0,467.0,84.0,45.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,2372.0,1.0,5737.0,3.0,0.0,1.0,4.0,0.0
11,0.0,43513.0,49030.0,61.0,565.0,165.0,58.0,4.0,0.0,3.0,2.0,0.0,15.0,14.0,19.0,1.0,1.0,0.0,0.0,0.0,38555.0,50331.0,63.0,485.0,125.0,54.0,0.0,0.0,1.0,0.0,0.0,14.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,-1301.0,-2.0,4958.0,2.0,0.0,2.0,4.0,0.0
12,0.0,39552.0,50422.0,62.0,476.0,155.0,53.0,3.0,0.0,0.0,2.0,0.0,13.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0,44725.0,52867.0,64.0,531.0,143.0,84.0,5.0,1.0,3.0,0.0,0.0,20.0,13.0,29.0,0.0,1.0,0.0,0.0,0.0,-2445.0,-2.0,-5173.0,-3.0,0.0,2.0,-2.0,-1.0
13,0.0,40993.0,46275.0,61.0,465.0,95.0,402.0,3.0,0.0,1.0,1.0,0.0,18.0,17.0,20.0,1.0,1.0,0.0,0.0,0.0,40974.0,48599.0,62.0,461.0,109.0,26.0,0.0,0.0,2.0,0.0,0.0,17.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,-2324.0,-1.0,19.0,-1.0,0.0,1.0,3.0,0.0
14,1.0,49598.0,58372.0,69.0,488.0,207.0,63.0,6.0,1.0,3.0,2.0,1.0,27.0,12.0,26.0,1.0,1.0,1.0,0.0,0.0,35792.0,43579.0,58.0,413.0,93.0,51.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,14793.0,11.0,13806.0,3.0,1.0,2.0,6.0,1.0
15,0.0,40126.0,49385.0,63.0,500.0,107.0,55.0,3.0,0.0,1.0,2.0,0.0,16.0,25.0,15.0,1.0,1.0,0.0,0.0,0.0,48544.0,56278.0,67.0,595.0,185.0,51.0,4.0,0.0,3.0,0.0,0.0,25.0,16.0,29.0,0.0,0.0,0.0,0.0,0.0,-6893.0,-4.0,-8418.0,-2.0,0.0,2.0,-1.0,0.0
16,1.0,45699.0,53332.0,64.0,521.0,144.0,61.0,4.0,0.0,3.0,1.0,0.0,27.0,25.0,31.0,0.0,1.0,0.0,0.0,0.0,44023.0,52222.0,64.0,456.0,107.0,181.0,2.0,0.0,0.0,1.0,0.0,25.0,27.0,30.0,1.0,0.0,0.0,0.0,0.0,1110.0,0.0,1676.0,3.0,0.0,0.0,2.0,0.0
17,1.0,48764.0,51071.0,63.0,422.0,85.0,51.0,5.0,0.0,1.0,2.0,0.0,30.0,23.0,25.0,1.0,1.0,0.0,0.0,0.0,43316.0,49980.0,63.0,474.0,112.0,55.0,1.0,0.0,2.0,0.0,0.0,23.0,30.0,28.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,5448.0,-1.0,0.0,2.0,4.0,0.0
18,1.0,45033.0,53004.0,65.0,405.0,152.0,46.0,4.0,0.0,2.0,1.0,0.0,22.0,14.0,28.0,1.0,0.0,0.0,0.0,0.0,39332.0,46739.0,60.0,485.0,110.0,47.0,1.0,0.0,1.0,0.0,0.0,14.0,22.0,16.0,0.0,1.0,0.0,0.0,0.0,6265.0,5.0,5701.0,1.0,0.0,1.0,3.0,0.0
19,0.0,45070.0,46294.0,59.0,389.0,186.0,29.0,6.0,1.0,2.0,2.0,0.0,21.0,32.0,17.0,1.0,1.0,0.0,0.0,0.0,46667.0,50273.0,60.0,377.0,97.0,53.0,3.0,0.0,2.0,0.0,1.0,32.0,21.0,35.0,0.0,0.0,1.0,0.0,0.0,-3979.0,-1.0,-1597.0,0.0,-1.0,2.0,3.0,1.0
20,1.0,42109.0,50284.0,62.0,510.0,97.0,52.0,7.0,0.0,2.0,1.0,0.0,18.0,18.0,24.0,1.0,1.0,0.0,0.0,0.0,38940.0,50345.0,62.0,445.0,98.0,67.0,1.0,0.0,1.0,1.0,0.0,18.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,-61.0,0.0,3169.0,1.0,0.0,0.0,6.0,0.0
21,0.0,45414.0,54509.0,65.0,571.0,148.0,77.0,5.0,0.0,2.0,0.0,0.0,19.0,18.0,30.0,0.0,1.0,0.0,0.0,0.0,44901.0,51289.0,64.0,470.0,144.0,264.0,4.0,0.0,2.0,2.0,0.0,18.0,19.0,27.0,1.0,0.0,0.0,0.0,0.0,3220.0,1.0,513.0,0.0,0.0,-2.0,1.0,0.0
22,1.0,46863.0,55628.0,66.0,448.0,160.0,51.0,5.0,0.0,3.0,1.0,0.0,26.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,39317.0,47954.0,61.0,508.0,142.0,46.0,1.0,0.0,1.0,1.0,0.0,14.0,26.0,9.0,1.0,1.0,0.0,0.0,0.0,7674.0,5.0,7546.0,2.0,0.0,0.0,4.0,0.0
23,1.0,41547.0,49776.0,63.0,513.0,127.0,53.0,4.0,0.0,2.0,1.0,0.0,19.0,19.0,24.0,1.0,1.0,0.0,0.0,0.0,42001.0,51210.0,63.0,518.0,135.0,80.0,1.0,0.0,1.0,0.0,0.0,19.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,-1434.0,0.0,-454.0,1.0,0.0,1.0,3.0,0.0
24,0.0,39835.0,47235.0,60.0,540.0,148.0,57.0,2.0,0.0,1.0,2.0,0.0,14.0,20.0,18.0,1.0,1.0,0.0,0.0,0.0,45392.0,53966.0,65.0,503.0,129.0,74.0,1.0,0.0,2.0,0.0,0.0,20.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,-6731.0,-5.0,-5557.0,-1.0,0.0,2.0,1.0,0.0
25,0.0,37003.0,47667.0,60.0,521.0,126.0,49.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,44154.0,53357.0,64.0,535.0,189.0,55.0,4.0,0.0,4.0,2.0,0.0,16.0,8.0,14.0,1.0,1.0,0.0,0.0,1.0,-5690.0,-4.0,-7151.0,-4.0,0.0,-2.0,-2.0,0.0
26,1.0,47570.0,50702.0,63.0,454.0,137.0,47.0,4.0,0.0,1.0,0.0,0.0,31.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,46804.0,53025.0,65.0,439.0,104.0,49.0,1.0,0.0,3.0,1.0,1.0,25.0,31.0,32.0,1.0,1.0,1.0,0.0,0.0,-2323.0,-2.0,766.0,-2.0,-1.0,-1.0,3.0,0.0
27,0.0,43255.0,46894.0,59.0,475.0,127.0,59.0,5.0,0.0,3.0,2.0,0.0,17.0,14.0,17.0,1.0,0.0,0.0,0.0,0.0,38346.0,45634.0,59.0,494.0,108.0,53.0,0.0,0.0,1.0,0.0,0.0,14.0,17.0,25.0,0.0,1.0,0.0,0.0,0.0,1260.0,0.0,4909.0,2.0,0.0,2.0,5.0,0.0
28,0.0,40964.0,46198.0,59.0,387.0,75.0,45.0,3.0,1.0,0.0,0.0,0.0,22.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,49715.0,51412.0,63.0,455.0,195.0,236.0,7.0,1.0,3.0,1.0,0.0,32.0,22.0,21.0,1.0,1.0,0.0,0.0,0.0,-5214.0,-4.0,-8751.0,-3.0,0.0,-1.0,-4.0,0.0
29,0.0,40196.0,47567.0,61.0,433.0,88.0,95.0,1.0,0.0,2.0,0.0,0.0,21.0,26.0,30.0,0.0,1.0,0.0,0.0,0.0,51212.0,54574.0,65.0,519.0,149.0,227.0,7.0,1.0,1.0,1.0,0.0,26.0,21.0,34.0,1.0,0.0,0.0,0.0,0.0,-7007.0,-4.0,-11016.0,1.0,0.0,-1.0,-6.0,-1.0
30,0.0,39809.0,48917.0,62.0,489.0,135.0,57.0,3.0,0.0,0.0,1.0,0.0,16.0,27.0,28.0,1.0,0.0,0.0,0.0,0.0,48368.0,56930.0,67.0,530.0,163.0,54.0,0.0,0.0,3.0,0.0,0.0,27.0,16.0,48.0,0.0,1.0,0.0,0.0,0.0,-8013.0,-5.0,-8559.0,-3.0,0.0,1.0,3.0,0.0
31,0.0,46119.0,48992.0,60.0,426.0,145.0,62.0,4.0,0.0,1.0,2.0,0.0,27.0,22.0,53.0,1.0,0.0,0.0,0.0,0.0,41083.0,42898.0,57.0,399.0,93.0,68.0,0.0,0.0,2.0,0.0,0.0,22.0,27.0,46.0,0.0,1.0,0.0,0.0,0.0,6094.0,3.0,5036.0,-1.0,0.0,2.0,4.0,0.0
